"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Sequest HT: A Sequest HT"	"Score Sequest HT: B Sequest HT"	"Score Sequest HT: C Sequest HT"	"Score Sequest HT: D Sequest HT"	"Score Sequest HT: E Sequest HT"	"Score Sequest HT: F Sequest HT"	"Score Sequest HT: G Sequest HT"	"Score Sequest HT: H Sequest HT"	"Score Sequest HT: I Sequest HT"	"Score Sequest HT: J Sequest HT"	"Score Sequest HT: K Sequest HT"	"Score Sequest HT: L Sequest HT"	"Score Sequest HT: M Sequest HT"	"Score Sequest HT: N Sequest HT"	"Score Sequest HT: O Sequest HT"	"Score Sequest HT: P Sequest HT"	"# Peptides (by Search Engine): A Sequest HT"	"# Peptides (by Search Engine): B Sequest HT"	"# Peptides (by Search Engine): C Sequest HT"	"# Peptides (by Search Engine): D Sequest HT"	"# Peptides (by Search Engine): E Sequest HT"	"# Peptides (by Search Engine): F Sequest HT"	"# Peptides (by Search Engine): G Sequest HT"	"# Peptides (by Search Engine): H Sequest HT"	"# Peptides (by Search Engine): I Sequest HT"	"# Peptides (by Search Engine): J Sequest HT"	"# Peptides (by Search Engine): K Sequest HT"	"# Peptides (by Search Engine): L Sequest HT"	"# Peptides (by Search Engine): M Sequest HT"	"# Peptides (by Search Engine): N Sequest HT"	"# Peptides (by Search Engine): O Sequest HT"	"# Peptides (by Search Engine): P Sequest HT"	"# Protein Pathway Groups"	"# Razor Peptides"	"Abundance Ratio: (F2) / (F1)"	"Abundance Ratio: (F3) / (F1)"	"Abundance Ratio: (F4) / (F1)"	"Abundance Ratio: (F5) / (F1)"	"Abundance Ratio: (F6) / (F1)"	"Abundance Ratio: (F7) / (F1)"	"Abundance Ratio: (F8) / (F1)"	"Abundance Ratio: (F9) / (F1)"	"Abundance Ratio: (F10) / (F1)"	"Abundance Ratio: (F11) / (F1)"	"Abundance Ratio: (F12) / (F1)"	"Abundance Ratio: (F13) / (F1)"	"Abundance Ratio: (F14) / (F1)"	"Abundance Ratio: (F15) / (F1)"	"Abundance Ratio: (F16) / (F1)"	"Abundances (Normalized): F1: Sample"	"Abundances (Normalized): F2: Sample"	"Abundances (Normalized): F3: Sample"	"Abundances (Normalized): F4: Sample"	"Abundances (Normalized): F5: Sample"	"Abundances (Normalized): F6: Sample"	"Abundances (Normalized): F7: Sample"	"Abundances (Normalized): F8: Sample"	"Abundances (Normalized): F9: Sample"	"Abundances (Normalized): F10: Sample"	"Abundances (Normalized): F11: Sample"	"Abundances (Normalized): F12: Sample"	"Abundances (Normalized): F13: Sample"	"Abundances (Normalized): F14: Sample"	"Abundances (Normalized): F15: Sample"	"Abundances (Normalized): F16: Sample"	"Abundance: F1: Sample"	"Abundance: F2: Sample"	"Abundance: F3: Sample"	"Abundance: F4: Sample"	"Abundance: F5: Sample"	"Abundance: F6: Sample"	"Abundance: F7: Sample"	"Abundance: F8: Sample"	"Abundance: F9: Sample"	"Abundance: F10: Sample"	"Abundance: F11: Sample"	"Abundance: F12: Sample"	"Abundance: F13: Sample"	"Abundance: F14: Sample"	"Abundance: F15: Sample"	"Abundance: F16: Sample"	"Abundances Count: F1: Sample"	"Abundances Count: F2: Sample"	"Abundances Count: F3: Sample"	"Abundances Count: F4: Sample"	"Abundances Count: F5: Sample"	"Abundances Count: F6: Sample"	"Abundances Count: F7: Sample"	"Abundances Count: F8: Sample"	"Abundances Count: F9: Sample"	"Abundances Count: F10: Sample"	"Abundances Count: F11: Sample"	"Abundances Count: F12: Sample"	"Abundances Count: F13: Sample"	"Abundances Count: F14: Sample"	"Abundances Count: F15: Sample"	"Abundances Count: F16: Sample"	"Found in Sample: [S1] F1: Sample"	"Found in Sample: [S2] F2: Sample"	"Found in Sample: [S3] F3: Sample"	"Found in Sample: [S4] F4: Sample"	"Found in Sample: [S5] F5: Sample"	"Found in Sample: [S6] F6: Sample"	"Found in Sample: [S7] F7: Sample"	"Found in Sample: [S8] F8: Sample"	"Found in Sample: [S9] F9: Sample"	"Found in Sample: [S10] F10: Sample"	"Found in Sample: [S11] F11: Sample"	"Found in Sample: [S12] F12: Sample"	"Found in Sample: [S13] F13: Sample"	"Found in Sample: [S14] F14: Sample"	"Found in Sample: [S15] F15: Sample"	"Found in Sample: [S16] F16: Sample"	"# Protein Groups"	"Modifications"
"8658437840418658218"	"False"	"High"	"IsMasterProtein"	"P12109"	"Collagen alpha-1(VI) chain OS=Homo sapiens OX=9606 GN=COL6A1 PE=1 SV=3"	"0.000"	"212.988"	"36"	"26"	"189"	"26"	"1028"	"108.5"	"5.43"	"27.74"	"78.69"	"36.01"	"90.23"	"16.79"	"82.96"	"26.58"	"96.97"	"28.04"	"68.13"	"29.95"	"85.54"	""	"25.56"	""	""	"6"	"17"	"8"	"18"	"5"	"18"	"6"	"20"	"6"	"15"	"7"	"19"	""	"7"	""	""	"0"	"0"	"1.003"	"0.790"	"1.400"	"0.556"	"1.000"	"0.605"	"1.371"	"0.640"	"0.719"	"0.683"	"1.128"	"0.290"	"1.024"	"1.501"	"0.102"	"119726317.58643"	"202730497.464815"	"97262163.7955146"	"232270526.387591"	"73282111.3336149"	"194276497.4375"	"80219099.0429023"	"223614681.96672"	"74033830.4145982"	"163528637.281976"	"66129458.4571069"	"194544405.504456"	"11360701.7886373"	"98263869.8861132"	"17693954.2461898"	"23927203.908453"	"51363366.125"	"192222103.390625"	"56697992.5898438"	"177390417.453125"	"32715397.265625"	"194276497.4375"	"40634569.28125"	"140838778.3125"	"37517908.28125"	"161512509.8125"	"35244279.8222656"	"125941654.71875"	"605786.342285156"	"36211280.6992188"	"1466800.6484375"	"1261656.72290039"	"13"	"23"	"17"	"25"	"14"	"22"	"16"	"24"	"14"	"23"	"14"	"21"	"4"	"15"	"3"	"6"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"1"	""
"3813032805198607075"	"False"	"High"	"IsMasterProtein"	"Q9NVA2"	"Septin-11 OS=Homo sapiens OX=9606 GN=SEPT11 PE=1 SV=3"	"0.000"	"268.796"	"52"	"23"	"189"	"16"	"429"	"49.4"	"6.81"	"53.41"	"68.09"	"69.43"	"62.88"	"81.18"	"52.08"	"60.00"	"62.18"	"62.62"	"82.92"	"44.23"	"65.72"	""	"40.33"	""	""	"9"	"15"	"10"	"11"	"12"	"10"	"10"	"10"	"10"	"12"	"7"	"12"	""	"7"	""	""	"0"	"10"	"0.698"	"0.697"	"0.731"	"0.997"	"0.829"	"0.745"	"0.848"	"1.307"	"0.823"	"0.752"	"0.776"	"0.324"	"0.743"	"0.188"	"0.629"	"318774574.869844"	"270906727.055042"	"242920177.775027"	"267412822.257469"	"353547108.219681"	"260356957"	"246717098.666"	"261890196.402276"	"351680603.439905"	"254100459.336584"	"239548737.24777"	"276572749.339442"	"91868316.6427776"	"327655252.118889"	"14258228.1393479"	"79829409.391864"	"136756358.421875"	"256864465.625"	"141607855.53125"	"204229408.3125"	"157834345.75"	"260356957"	"124973268.9375"	"164945767.375"	"178220153.546875"	"250967681.34375"	"127669618.40625"	"179044108.78125"	"4898691.34375"	"120744443.71875"	"1181984.421875"	"4209322.21875"	"18"	"24"	"19"	"22"	"19"	"22"	"18"	"24"	"20"	"26"	"19"	"25"	"7"	"16"	"2"	"5"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"1"	"Met-loss+Acetyl [N-Term]"
"4751284344252295029"	"False"	"High"	"IsMasterProtein"	"P06748"	"Nucleophosmin OS=Homo sapiens OX=9606 GN=NPM1 PE=1 SV=2"	"0.000"	"254.520"	"65"	"16"	"188"	"16"	"294"	"32.6"	"4.78"	"30.65"	"109.29"	"41.85"	"90.50"	"35.23"	"94.51"	"34.32"	"95.50"	"17.69"	"84.03"	"55.54"	"77.52"	"3.61"	"41.93"	""	""	"5"	"11"	"6"	"10"	"6"	"11"	"7"	"10"	"5"	"11"	"8"	"9"	"2"	"7"	""	""	"0"	"0"	"2.029"	"1.132"	"0.921"	"1.000"	"1.915"	"1.611"	"1.565"	"1.957"	"1.571"	"1.026"	"1.397"	"0.186"	"1.536"	"5.067"	"0.713"	"438607168.23105"	"234458618.082753"	"449894360.810997"	"199541813.195818"	"450927615.875599"	"232844798.71875"	"525900227.961827"	"195112646.457576"	"378208517.960807"	"218173040.619895"	"446452764.779216"	"217792441.637086"	"43715025.6008251"	"360795254.069723"	"112621582.220913"	"22504593.3207726"	"188165317.542969"	"222305618.984375"	"262261357.757813"	"152394735.96875"	"201308011.231445"	"232844798.71875"	"266392037.595825"	"122887399.515625"	"191663627.40625"	"215483208.015625"	"237940950.015625"	"140991669.299805"	"2331014.92797852"	"132956886.75"	"9336149.9375"	"1186643.9375"	"13"	"20"	"16"	"20"	"18"	"19"	"16"	"20"	"16"	"20"	"13"	"18"	"10"	"13"	"2"	"7"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"1"	"Acetyl [N-Term]"
"6973365880698085835"	"False"	"High"	"IsMasterProtein"	"Q9UHD8"	"Septin-9 OS=Homo sapiens OX=9606 GN=SEPT9 PE=1 SV=2"	"0.000"	"273.431"	"58"	"32"	"185"	"32"	"586"	"65.4"	"8.97"	"47.17"	"52.86"	"29.53"	"63.71"	"72.24"	"63.18"	"54.63"	"54.86"	"54.21"	"48.63"	"46.03"	"60.53"	""	"59.11"	""	""	"11"	"11"	"8"	"13"	"11"	"14"	"12"	"12"	"13"	"14"	"9"	"17"	""	"12"	""	""	"0"	"0"	"0.741"	"0.728"	"0.710"	"1.051"	"0.661"	"0.775"	"0.658"	"0.906"	"0.683"	"0.668"	"0.719"	"0.732"	"1.180"	"0.169"	"0.046"	"199699232.844627"	"156237209.316903"	"153790892.47705"	"179689500.373479"	"211327920.888014"	"181333034.234375"	"160122516.619101"	"173411975.720584"	"208022033.462118"	"174772723.468253"	"142351712.357052"	"191554413.294322"	"7020958.27163787"	"242620820.564954"	"9756398.4657438"	"8115557.47307269"	"85672265.03125"	"148138762.4375"	"89650842.03125"	"137233061.71875"	"94343309.15625"	"181333034.234375"	"81109231.75"	"109219710.398438"	"105418719.09375"	"172617968.835938"	"75867604.25"	"124006032.023438"	"374378.3359375"	"89408351.6875"	"808789.90625"	"427924.954589844"	"25"	"27"	"23"	"30"	"25"	"31"	"22"	"29"	"26"	"29"	"24"	"30"	"3"	"24"	"3"	"4"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"1"	""
"-7659482079913465578"	"False"	"High"	"IsMasterProtein"	"P17661"	"Desmin OS=Homo sapiens OX=9606 GN=DES PE=1 SV=3"	"0.000"	"68.275"	"10"	"8"	"183"	"2"	"470"	"53.5"	"5.27"	"31.72"	"74.23"	"37.16"	"42.40"	"25.21"	"63.63"	"23.77"	"50.91"	"41.74"	"51.93"	"48.20"	"37.78"	"2.51"	"20.13"	""	"1.67"	"6"	"6"	"7"	"4"	"5"	"6"	"4"	"5"	"8"	"6"	"7"	"4"	"1"	"5"	""	"1"	"0"	"0"	"0.010"	"0.439"	""	"1.080"	"0.010"	"0.655"	"0.010"	"1.361"	""	"0.826"	""	"0.010"	"2.533"	"0.010"	"0.010"	"2652569.48754292"	""	"2389978.61906352"	"1297871.44387083"	"4000809.38367506"	""	"1736372.87073133"	""	"5860921.31816846"	"362042.585175197"	"3645725.44763771"	"710712.629727187"	""	"13558014.5572194"	""	""	"1137969.5"	""	"1393213.8125"	"991214.6875"	"1786084.84375"	""	"879550.6875"	""	"2970122"	"357579"	"1943021.625"	"460092"	""	"4996272.5"	""	""	"1"	""	"2"	"1"	"2"	""	"1"	""	"2"	"1"	"2"	"1"	""	"2"	""	""	"High"	"Not Found"	"High"	"Peak Found"	"High"	"Not Found"	"High"	"Not Found"	"High"	"Peak Found"	"High"	"Peak Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"1"	""
"7742249596596208262"	"False"	"High"	"IsMasterProtein"	"Q7KZF4"	"Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SND1 PE=1 SV=1"	"0.000"	"240.584"	"48"	"32"	"183"	"32"	"910"	"101.9"	"7.17"	"45.52"	"67.07"	"55.10"	"60.01"	"42.57"	"59.78"	"48.68"	"53.19"	"38.35"	"73.58"	"51.95"	"56.96"	""	"36.45"	""	""	"10"	"15"	"11"	"14"	"10"	"13"	"12"	"14"	"9"	"17"	"12"	"14"	""	"10"	""	""	"0"	"0"	"0.656"	"1.002"	"0.774"	"0.829"	"0.670"	"1.171"	"0.588"	"1.031"	"0.699"	"1.200"	"0.596"	"3.130"	"1.145"	"2.856"	"1.719"	"188164792.827698"	"142741024.677725"	"177193048.060507"	"152992957.542057"	"176110967.352456"	"151105416.75"	"208775626.068774"	"152566117.536308"	"180269087.809614"	"133535080.196736"	"208849671.80997"	"138871580.416776"	"5989659.89698765"	"214409020.612111"	"14880584.4021016"	"29490788.8539616"	"80723915.515625"	"135342143.125"	"103292891.4375"	"116844289.40625"	"78621373.6875"	"151105416.75"	"105754212.4375"	"96090406.125"	"91354439.78125"	"131888740.15625"	"111308279.9375"	"89900897.359375"	"319386.4453125"	"79012003.484375"	"1233576.765625"	"1555018.8046875"	"23"	"28"	"23"	"29"	"19"	"32"	"26"	"30"	"21"	"32"	"26"	"30"	"3"	"20"	"4"	"5"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"1"	"Met-loss+Acetyl [N-Term]"
"6718063858029524947"	"False"	"High"	"IsMasterProtein"	"P50395"	"Rab GDP dissociation inhibitor beta OS=Homo sapiens OX=9606 GN=GDI2 PE=1 SV=2"	"0.000"	"278.803"	"71"	"28"	"182"	"20"	"445"	"50.6"	"6.47"	"20.26"	"107.41"	"23.96"	"91.14"	"11.23"	"107.15"	"13.35"	"74.66"	"17.86"	"87.55"	"27.25"	"71.48"	""	"23.43"	""	""	"5"	"20"	"7"	"19"	"3"	"21"	"4"	"17"	"4"	"17"	"6"	"15"	""	"5"	""	""	"0"	"8"	"0.948"	"0.905"	"0.855"	"0.740"	"0.861"	"1.067"	"0.917"	"1.044"	"0.837"	"1.114"	"0.884"	"0.685"	"0.826"	"0.218"	"5.636"	"152245164.039749"	"217767018.212238"	"140646101.848391"	"216513175.540289"	"125980846.421401"	"217573083.0625"	"153364663.053718"	"202639801.730627"	"159300396.032951"	"201091700.327183"	"161951794.956223"	"203938562.140019"	"450262652.431481"	"138397478.430332"	"151149294.277909"	"205099772.155793"	"65314161.9902344"	"206479216.5625"	"81988219.5625"	"165356161.15625"	"56241739.8125"	"217573083.0625"	"77686076.015625"	"127628212.34375"	"80728197.015625"	"198612461.78125"	"86313641.640625"	"132023123"	"24009341.1796875"	"51000942.109375"	"12530035.953125"	"10814698.9257813"	"21"	"28"	"20"	"29"	"20"	"33"	"19"	"32"	"22"	"33"	"21"	"32"	"8"	"19"	"7"	"7"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"1"	""
"-3690320084066520669"	"False"	"High"	"IsMasterProtein"	"P04259"	"Keratin, type II cytoskeletal 6B OS=Homo sapiens OX=9606 GN=KRT6B PE=1 SV=5"	"0.000"	"171.298"	"44"	"28"	"182"	"1"	"564"	"60.0"	"8.00"	"18.26"	"39.52"	"24.94"	"58.36"	"18.41"	"23.75"	"26.84"	"15.00"	"18.09"	"75.90"	"17.84"	"63.52"	"27.33"	"10.49"	"25.35"	"29.96"	"8"	"11"	"8"	"15"	"8"	"6"	"9"	"6"	"7"	"18"	"6"	"15"	"9"	"6"	"10"	"10"	"0"	"0"	"100.000"	""	"100.000"	""	"100.000"	""	"100.000"	""	"100.000"	""	"100.000"	""	""	""	""	""	"729203.439689932"	""	"2211201.14013359"	""	"424652.53125"	""	"846909.253579284"	""	"4112029.7852428"	""	"2736468.45822912"	""	""	""	""	""	"691405.6875"	""	"1688745.875"	""	"424652.53125"	""	"533407.125"	""	"4061333"	""	"1771499.75"	""	""	""	""	""	"1"	""	"1"	""	"1"	""	"1"	""	"1"	""	"1"	""	""	""	""	"Not Found"	"Peak Found"	"Not Found"	"High"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"High"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"5778599060552415361"	"False"	"High"	"IsMasterProtein"	"P52272"	"Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3"	"0.000"	"172.902"	"42"	"23"	"178"	"23"	"730"	"77.5"	"8.70"	"28.85"	"50.49"	"40.64"	"54.86"	"43.66"	"47.22"	"27.94"	"44.87"	"41.02"	"54.32"	"35.24"	"42.97"	""	"55.29"	""	""	"10"	"13"	"13"	"13"	"14"	"11"	"6"	"10"	"10"	"12"	"9"	"11"	""	"16"	""	""	"0"	"0"	"0.886"	"0.728"	"0.676"	"1.206"	"0.809"	"0.845"	"0.767"	"0.784"	"0.603"	"0.712"	"0.651"	"0.688"	"1.781"	"0.118"	"0.476"	"147933112.941375"	"146242944.402799"	"125110410.684177"	"148887827.668859"	"178552912.018503"	"149153575.4375"	"114223782.622858"	"140963969.810015"	"149874922.610801"	"120600110.566538"	"105422094.045125"	"141052243.224396"	"57156521.1581941"	"267225888.410005"	"33554260.3464926"	"40919049.0443117"	"63464264.125"	"138662543.28125"	"72931845.859375"	"113709105.992188"	"79711533.1875"	"149153575.4375"	"57859465.6875"	"88783049.125"	"75951677.34375"	"119113244.414063"	"56185637.515625"	"91312586.796875"	"3047755.37060547"	"98475580.765625"	"2781594.78369141"	"2157619.1484375"	"23"	"26"	"27"	"31"	"25"	"30"	"23"	"28"	"27"	"28"	"24"	"29"	"11"	"26"	"6"	"8"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"1"	"Met-loss+Acetyl [N-Term]"
"5777043105444546084"	"False"	"High"	"IsMasterProtein"	"P00387"	"NADH-cytochrome b5 reductase 3 OS=Homo sapiens OX=9606 GN=CYB5R3 PE=1 SV=3"	"0.000"	"312.437"	"78"	"16"	"178"	"16"	"301"	"34.2"	"7.59"	"55.85"	"78.64"	"34.59"	"80.42"	"22.94"	"107.75"	"30.07"	"99.09"	"31.04"	"92.49"	"33.98"	"70.47"	""	"34.01"	""	""	"5"	"10"	"4"	"11"	"3"	"11"	"5"	"10"	"4"	"12"	"5"	"10"	""	"4"	""	""	"0"	"0"	"0.518"	"0.439"	"0.534"	"0.560"	"0.643"	"0.469"	"0.541"	"0.428"	"0.526"	"0.665"	"0.407"	"0.353"	"0.769"	"0.215"	"0.202"	"288199173.577271"	"229202231.526359"	"195120572.478698"	"196044590.585921"	"155905491.154571"	"244508964.375"	"224014098.686098"	"233156525.663045"	"184134428.953558"	"199295287.510156"	"316743510.793083"	"183681249.561788"	"50248383.576485"	"268624544.336657"	"36415194.7333753"	"64440920.6419418"	"123639313.125"	"217321693.5625"	"113743560.09375"	"149723825.507813"	"69601025.21875"	"244508964.375"	"113473181.84375"	"146848498.234375"	"93313267.4375"	"196838196.75"	"168811255.78125"	"118909204.5625"	"2679392.96875"	"98991000.34375"	"3018761.69140625"	"3397903.11767578"	"12"	"21"	"15"	"22"	"10"	"21"	"14"	"22"	"13"	"18"	"13"	"20"	"4"	"13"	"5"	"5"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"1"	""
"-5062792901890915106"	"False"	"High"	"IsMasterProtein"	"P52895"	"Aldo-keto reductase family 1 member C2 OS=Homo sapiens OX=9606 GN=AKR1C2 PE=1 SV=3"	"0.000"	"231.362"	"62"	"15"	"178"	"3"	"323"	"36.7"	"7.49"	"17.29"	"67.75"	"58.65"	"109.51"	"11.57"	"84.29"	"47.84"	"84.27"	"23.27"	"92.14"	"47.17"	"95.79"	"3.57"	"4.26"	""	""	"5"	"7"	"7"	"13"	"3"	"12"	"6"	"14"	"4"	"12"	"6"	"14"	"1"	"2"	""	""	"0"	"0"	"1.488"	"1.558"	"1.540"	"0.614"	"2.124"	"1.105"	"1.929"	"1.246"	"1.962"	"1.834"	"2.181"	"21.171"	"0.918"	"1.140"	"0.162"	"31088994.3865374"	"58301738.2265255"	"50973150.3735629"	"67486943.2717502"	"23409999.2348059"	"78550940"	"39752777.2623778"	"75850619.1480236"	"43131172.0590609"	"77816768.0462359"	"53752894.3378711"	"81445219.2582195"	"171575594.48439"	"28362625.8678772"	"9242169.27869523"	"1512688.34079472"	"13337380.0625"	"55279708.25"	"29714281.375"	"51541352.34375"	"10450946.5"	"78550940"	"20136563.5"	"47772840.5"	"21857458.25"	"76857373.25"	"28648080.5"	"52724958.375"	"9148920"	"10451929.15625"	"766161.125"	"79762.4921875"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"1"	"4"	"1"	"1"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"1"	""
"3968134916858178565"	"False"	"High"	"IsMasterProtein"	"P61247"	"40S ribosomal protein S3a OS=Homo sapiens OX=9606 GN=RPS3A PE=1 SV=2"	"0.000"	"179.726"	"63"	"19"	"177"	"19"	"264"	"29.9"	"9.73"	"54.18"	"61.78"	"48.71"	"45.22"	"31.55"	"44.20"	"35.97"	"34.71"	"47.98"	"39.00"	"41.70"	"34.39"	"6.10"	"36.93"	"6.99"	""	"9"	"13"	"10"	"11"	"6"	"13"	"8"	"12"	"10"	"12"	"10"	"10"	"1"	"6"	"1"	""	"0"	"0"	"0.933"	"1.268"	"0.771"	"0.941"	"0.886"	"0.973"	"0.707"	"1.143"	"0.826"	"0.991"	"0.626"	"0.346"	"1.137"	"1.038"	"0.141"	"228359888.804244"	"244310573.449374"	"307697047.922017"	"242694792.046815"	"288945233.80674"	"284495920.457031"	"325116991.052232"	"236440574.497902"	"331166647.125756"	"233916242.43227"	"293018653.624738"	"207756896.920476"	"56192969.9676668"	"301669916.957627"	"34973573.4123734"	"44081303.3023958"	"97967872.171875"	"231646905.109375"	"179368875.441406"	"185351672.226563"	"128994074.269531"	"284495920.457031"	"164686328.505859"	"148916884.00293"	"167824355.745117"	"231032313.539063"	"156166883.29895"	"134494987.453125"	"2996375.9609375"	"111168571.460938"	"2899253.578125"	"2324361.54589844"	"19"	"21"	"21"	"21"	"20"	"23"	"20"	"23"	"18"	"22"	"20"	"22"	"10"	"18"	"4"	"5"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"1"	""
"-140730978004471208"	"False"	"High"	"IsMasterProtein"	"Q96AY3"	"Peptidyl-prolyl cis-trans isomerase FKBP10 OS=Homo sapiens OX=9606 GN=FKBP10 PE=1 SV=1"	"0.000"	"144.309"	"38"	"21"	"176"	"21"	"582"	"64.2"	"5.62"	"46.04"	"44.57"	"25.38"	"37.41"	"36.74"	"41.42"	"18.77"	"34.92"	"39.92"	"38.53"	"27.35"	"30.15"	""	"35.89"	""	""	"13"	"13"	"7"	"12"	"9"	"12"	"6"	"11"	"12"	"11"	"10"	"11"	""	"9"	""	""	"0"	"0"	"0.779"	"0.892"	"0.833"	"0.662"	"0.755"	"0.806"	"0.713"	"0.852"	"0.763"	"0.756"	"0.705"	"0.259"	"0.989"	"0.865"	"0.170"	"204689125.379885"	"142393308.785488"	"132198116.537253"	"136874638.929423"	"178870470.943141"	"163215371.953125"	"119927283.123568"	"162986989.053906"	"196024175.324756"	"168526479.151784"	"156154578.27943"	"181417723.177654"	"47380783.2224657"	"194080953.466214"	"48176935.5725195"	"43432001.0371536"	"87812961.265625"	"135012450.84375"	"77063552.1494141"	"104534353.609375"	"79853301.296875"	"163215371.953125"	"60748544.3359375"	"102653762.34375"	"99338599.5234375"	"166448733.8125"	"83223963.734375"	"117443871.96875"	"2526484.0057373"	"71520894.6328125"	"3993791.2890625"	"2290124.50878906"	"25"	"28"	"23"	"23"	"25"	"25"	"23"	"25"	"28"	"26"	"26"	"27"	"12"	"25"	"7"	"6"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"1"	""
"5966605329502245695"	"False"	"High"	"IsMasterProtein"	"P10599"	"Thioredoxin OS=Homo sapiens OX=9606 GN=TXN PE=1 SV=3"	"0.000"	"113.802"	"90"	"10"	"175"	"10"	"105"	"11.7"	"4.92"	"21.58"	"48.81"	"34.12"	"45.37"	"51.84"	"38.91"	"48.39"	"61.34"	"38.04"	"52.17"	"47.14"	"67.06"	"8.99"	"23.66"	"10.09"	""	"5"	"7"	"6"	"7"	"8"	"8"	"7"	"10"	"7"	"8"	"7"	"9"	"1"	"7"	"2"	""	"0"	"0"	"1.052"	"1.277"	"1.290"	"1.196"	"0.963"	"1.811"	"1.159"	"1.083"	"0.716"	"1.421"	"1.202"	"0.054"	"0.864"	"0.095"	"0.020"	"538318288.357151"	"641884989.215268"	"627330946.705748"	"823083126.269837"	"614631188.94046"	"602244619.84375"	"850204505.689503"	"794442771.015677"	"459531078.122332"	"447756384.392984"	"665508954.264165"	"867872344.212509"	"41153539.8870657"	"483872918.913972"	"37412777.1660618"	"3269159.40847162"	"230942034.25"	"608613328.0625"	"365696217.107422"	"628607777.484375"	"274390341"	"602244619.84375"	"430666690.375"	"500362267.472656"	"232875224"	"442236042.75"	"354688883.828125"	"561832034.34375"	"2194428.90625"	"178312314.6875"	"3101459.6875"	"172379.395507813"	"8"	"12"	"11"	"12"	"12"	"11"	"11"	"13"	"10"	"11"	"10"	"12"	"4"	"12"	"5"	"4"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"1"	""
